OBJECTID,link_name,len_mile,ifc,ifc_desc,post_speed,iway,vmt,volumes,lanes,median,SHAPE_Length
17291,J,0.025379,5,Local Collector,25,2,168.4566033,6.63763755,2,No Median,134.0009929
17292,J,0.055688,5,Local Collector,25,2,355.1148582,6.376865,2,No Median,294.0329904
17293,J,0.034473,5,Local Collector,25,2,253.2303592,7.34575927,2,No Median,182.0185354
17294,J,0.030876,5,Local Collector,25,2,235.509267,7.62758346,2,No Median,163.027607
17295,J,0.021405,5,Local Collector,25,2,162.7579253,7.60373396,2,No Median,113.0177997
17296,14TH,0.032387,5,Local Collector,25,2,54.50447619,1.68291216,2,No Median,171.0007171
17297,14TH,0.040152,5,Local Collector,25,2,74.02715267,1.84367286,2,No Median,212.0004937
17298,15TH,0.039394,5,Local Collector,25,2,50.63001353,1.28522144,2,No Median,208.0023159
17299,15TH,0.033334,5,Local Collector,25,2,29.39534753,0.88184279,2,No Median,176.002817
17300,K,0.055879,5,Local Collector,25,2,219.8090381,3.93366091,2,No Median,295.0424358
17301,K,0.034474,5,Local Collector,25,2,151.755811,4.40203663,2,No Median,182.0246876
17302,16TH,0.038448,4,Collector,30,2,154.4312,4.01662505,2,Continuous LT Center Lane,203.0054639
17303,16TH,0.033524,4,Collector,30,2,132.3725706,3.94859118,2,Continuous LT Center Lane,177.0063299
17304,K,0.027178,5,Local Collector,25,2,147.3866304,5.42301238,2,No Median,143.5009122
17305,K,0.025284,5,Local Collector,25,2,136.7577163,5.40886396,2,No Median,133.5009974
17306,13TH,0.039773,5,Local Collector,25,2,45.82994052,1.15228775,2,No Median,210.0005033
17307,13TH,0.032387,5,Local Collector,25,2,33.75918391,1.04236836,2,No Median,171.0007171
17308,K,0.019792,5,Local Collector,25,1,19.56191549,0.98837487,1,No Median,104.5001191
17309,K,0.023675,5,Local Collector,25,1,23.07466758,0.97464277,1,No Median,125.003766
17310,K,0.023107,5,Local Collector,25,2,39.31326172,1.70135724,2,No Median,122.0059868
17311,K,0.029737,5,Local Collector,25,2,50.94852607,1.71330417,2,No Median,157.0103307
17312,J,0.030114,5,Local Collector,25,2,282.0597778,9.36640027,2,No Median,159.0038155
17313,J,0.022349,5,Local Collector,25,2,215.6665332,9.64994108,2,No Median,118.0031956
17314,17TH,0.036366,5,Local Collector,25,1,168.6229964,4.63683101,3,No Median,192.0103604
17315,17TH,0.035608,5,Local Collector,25,1,165.1950395,4.63926757,3,No Median,188.01059
17316,K,0.032008,5,Local Collector,25,2,113.5669754,3.54808096,2,No Median,169.0042513
17317,K,0.019697,5,Local Collector,25,2,69.88655069,3.54808096,2,No Median,104.0028679
17318,17TH,0.022255,5,Local Collector,25,1,103.9394519,4.67038652,2,No Median,117.5043483
17319,17TH,0.035039,5,Local Collector,25,1,159.3560675,4.54796277,2,No Median,185.006039
17320,30TH,0.071024,5,Local Collector,25,2,141.2566744,1.98885833,2,No Median,375.0055679
17321,30TH,0.073109,5,Local Collector,25,2,145.403444,1.98885833,2,No Median,386.0129191
17322,SR-52 EB,0.484364,1,Freeway,65,1,29985.9624,61.90790894,3,No Median,2557.44208
17323,IMPERIAL,0.02576,4,Collector,25,2,284.0247211,11.02580439,4,Continuous LT Center Lane,136.0133265
17324,IMPERIAL,0.028033,4,Collector,25,2,309.0863745,11.02580439,4,Continuous LT Center Lane,148.0149308
17325,14TH,0.072159,5,Local Collector,25,2,372.1105565,5.15681421,2,No Median,381.0002223
17326,14TH,0.039702,5,Local Collector,25,2,205.8758088,5.1855274,2,No Median,209.60236
17327,IMPERIAL,0.031251,3,Major Arterial,25,2,342.1782468,10.94935352,4,No Median,165.0036651
17328,IMPERIAL,0.022728,3,Major Arterial,25,2,248.868178,10.94984944,4,No Median,120.0034625
17329,16TH,0.071783,4,Collector,30,2,343.4737136,4.78488937,2,Continuous LT Center Lane,379.0120994
17330,16TH,0.072729,4,Collector,30,2,363.8116253,5.00229104,2,Continuous LT Center Lane,384.0116067
17331,17TH,0.072163,5,Local Collector,25,1,72.15447567,0.99988187,2,No Median,381.021219
17332,17TH,0.044699,5,Local Collector,25,1,42.9539674,0.96096037,2,No Median,236.0083305
17333,COMMERCIAL,0.106632,5,Local Collector,30,2,432.0594321,4.05187403,2,No Median,563.0144635
17334,COMMERCIAL,0.147748,5,Local Collector,30,2,486.6444762,3.29374662,2,No Median,780.0996338
17335,H,0.109432,5,Local Collector,25,2,34.38759072,0.31423707,2,No Median,577.8027531
17336,H,0.109438,5,Local Collector,25,2,202.3631419,1.84911221,2,No Median,577.8337559
17337,01ST,0.143486,5,Local Collector,25,2,168.6728965,1.17553557,2,No Median,757.6038902
17338,01ST,0.071579,5,Local Collector,25,2,106.5895678,1.48911787,2,No Median,377.938416
17339,ALAMEDA,0.109523,4,Collector,25,2,65.17344878,0.59506632,2,No Median,578.2817678
17340,ALAMEDA,0.110033,4,Collector,25,2,65.47693261,0.59506632,2,No Median,580.9747843
17341,01ST,0.077336,5,Local Collector,25,2,122.5685993,1.58488413,2,No Median,408.3332541
17342,01ST,0.071838,5,Local Collector,25,2,118.1000159,1.64397695,2,No Median,379.3046018
17343,ORANGE,0.05929,4,Collector,25,2,45.93727135,0.77478953,4,Raised of Fixed Median,313.0052671
17344,ORANGE,0.048787,4,Collector,25,2,67.45414768,1.38262545,4,Raised of Fixed Median,257.6400436
17345,B,0.056325,5,Local Collector,25,2,204.3957279,3.62886334,2,No Median,297.3971798
17346,B,0.051243,5,Local Collector,25,2,284.1210056,5.54458181,2,No Median,270.5641243
17347,ORANGE,0.052261,4,Collector,25,2,72.25738849,1.38262545,4,Raised of Fixed Median,275.9367686
17348,ORANGE,0.058444,4,Collector,25,2,80.80616162,1.38262545,4,Raised of Fixed Median,308.5853065
17349,B,0.053298,5,Local Collector,25,2,295.5151212,5.54458181,2,No Median,281.4374522
17350,B,0.056728,5,Local Collector,25,2,314.5330368,5.54458181,2,No Median,299.5042165
17351,BROOKHAVEN,0.174502,5,Local Collector,25,2,459.768361,2.63474551,2,No Median,921.3700954
17352,BROOKHAVEN,0.277437,5,Local Collector,25,2,237.4538266,0.85588377,2,No Median,1464.862479
17353,ORANGE,0.053471,3,Major Arterial,30,2,1143.849898,21.39196758,4,Raised of Fixed Median,282.349141
17354,ORANGE,0.056054,3,Major Arterial,30,2,1199.105351,21.39196758,4,Raised of Fixed Median,295.9425255
17355,B,0.055711,5,Local Collector,25,2,347.7349129,6.24176398,2,No Median,294.1773079
17356,B,0.055584,5,Local Collector,25,2,346.9422088,6.24176398,2,No Median,293.4629968
17357,40TH,0.146416,5,Local Collector,25,2,430.3217843,2.93903524,2,No Median,773.0753316
17358,40TH,0.108955,5,Local Collector,25,2,434.2510534,3.98560005,2,No Median,575.2314154
17359,BOSTON,0.125758,7,Local (non-circulation element) Road,25,2,321.7380565,2.55839037,2,No Median,663.9999843
17360,BOSTON,0.241667,7,Local (non-circulation element) Road,25,2,419.6598971,1.73652132,2,No Median,1276.001819
17361,32ND,0.036003,3,Major Arterial,35,2,238.9574489,6.63715382,2,No Median,190.094661
17362,32ND,0.066889,3,Major Arterial,35,2,409.7482622,6.12579441,2,No Median,353.171296
17363,DIVISION,0.172724,3,Major Arterial,35,2,2641.632676,15.29395264,4,Continuous LT Center Lane,911.9841019
17364,DIVISION,0.062378,3,Major Arterial,35,2,954.0061778,15.29395264,4,Continuous LT Center Lane,329.3558776
17365,EUCLID,0.092811,3,Major Arterial,35,2,1497.437308,16.13426542,4,No Median,490.0420199
17366,EUCLID,0.045837,3,Major Arterial,35,2,721.5756058,15.74220839,4,No Median,242.0187664
17367,32ND,0.066368,3,Major Arterial,35,2,486.2694386,7.32686594,2,No Median,350.3728124
17368,32ND,0.108727,3,Major Arterial,35,2,1270.988844,11.68972605,2,Continuous LT Center Lane,574.0787736
17369,DELTA,0.12519,7,Local (non-circulation element) Road,25,2,200.5366783,1.6018586,2,No Median,661.0007468
17370,DELTA,0.124243,7,Local (non-circulation element) Road,25,2,318.0464108,2.55987388,2,No Median,656.0007625
17371,38TH,0.081492,7,Local (non-circulation element) Road,25,2,53.24408308,0.65336577,2,No Median,430.2289822
17372,38TH,0.135388,7,Local (non-circulation element) Road,25,2,59.31804741,0.43813371,2,No Median,714.8970051
17373,47TH,0.052627,4,Collector,35,2,1045.608752,19.86829484,3,No Median,277.8191958
17374,47TH,0.071189,4,Collector,35,2,1469.139293,20.63716716,4,No Median,375.8797079
17375,SWEETWATER,0.030837,4,Collector,45,2,683.5703313,22.16721248,2,Raised of Fixed Median,162.8006575
17376,SWEETWATER,0.162191,4,Collector,45,2,3533.501756,21.78605321,2,Raised of Fixed Median,856.3683753
17377,OCEAN,0.056113,4,Collector,25,2,186.5821447,3.32511441,2,No Median,296.2784455
17378,OCEAN,0.244367,4,Collector,25,2,1202.419815,4.92054907,2,No Median,1290.255947
17379,DIVISION,0.112243,4,Collector,30,2,1859.834162,16.5697118,2,Raised of Fixed Median,592.6433272
17380,DIVISION,0.136921,4,Collector,30,2,2065.018544,15.08182488,2,Raised of Fixed Median,722.9429312
17381,10TH,0.148692,5,Local Collector,25,2,19.3948532,0.13043643,2,No Median,785.0704902
17382,10TH,0.110623,5,Local Collector,25,2,9.376825294,0.0847638,2,No Median,584.038131
17383,CANON,0.206724,5,Local Collector,40,2,1425.800158,6.89711963,2,No Median,1091.49371
17384,MANCHESTER,0.145463,4,Collector,30,2,205.7403423,1.41438264,2,No Median,768.0737766
17385,RIDGEWOOD,0.177892,7,Local (non-circulation element) Road,25,2,374.8070504,2.10693595,2,No Median,939.2689443
17386,HIGHLAND,0.062651,3,Major Arterial,35,2,697.4937495,11.13300266,4,No Median,330.7956605
17387,HIGHLAND,0.06266,3,Major Arterial,35,2,662.7031739,10.57617577,4,No Median,330.8474591
17388,VIA LAS ROSAS,0.060232,5,Local Collector,30,2,676.4932872,11.23145981,2,No Median,318.0269935
17389,CASEY,0.202031,5,Local Collector,30,2,8.603858842,0.04258682,2,No Median,1066.722777
17390,CASEY,0.103335,5,Local Collector,30,2,51.22039694,0.49567327,2,No Median,545.5940604
17391,TOOMA,0.0895,5,Local Collector,30,2,137.3631778,1.53478411,2,No Median,472.5928647
17392,TOOMA,0.138491,5,Local Collector,30,2,216.5260716,1.56346673,2,No Median,731.2173326
17393,APPIAN,0.116894,5,Local Collector,30,2,15.53833729,0.13292673,2,No Median,617.1830166
17394,APPIAN,0.109514,5,Local Collector,30,2,14.55733802,0.13292673,2,No Median,578.2342434
17395,ROOSEVELT,0.101908,4,Collector,35,2,1215.521719,11.92763786,2,No Median,538.0492483
17396,ROOSEVELT,0.124819,4,Collector,35,2,1463.967099,11.72871998,2,No Median,659.0444802
17397,08TH,0.174738,3,Major Arterial,35,2,2479.324109,14.18880901,3,No Median,922.6168729
17398,08TH,0.078025,3,Major Arterial,35,2,1105.838841,14.17287844,3,Continuous LT Center Lane,411.9899576
17399,08TH,0.252163,3,Major Arterial,35,2,3716.869524,14.73994807,3,No Median,1331.412194
17400,08TH,0.126026,3,Major Arterial,35,2,1871.170661,14.84749704,3,No Median,665.4225732
17401,HIGHLAND,0.062954,3,Major Arterial,35,2,741.0026841,11.77054173,4,No Median,332.3989165
17402,HIGHLAND,0.063135,3,Major Arterial,35,2,745.9819223,11.81566362,4,No Median,333.3526253
17403,ROOSEVELT,0.063135,4,Collector,35,2,465.8547375,7.37870813,2,No Median,333.3527238
17404,ROOSEVELT,0.124522,4,Collector,35,2,973.5323334,7.81815529,3,No Median,657.4777911
17405,SR-94,0.381711,3,Major Arterial,55,2,747.0491769,1.95710676,2,Raised of Fixed Median,2015.416792
17406,SR-94,1.620563,3,Major Arterial,55,2,3171.614796,1.95710676,2,Raised of Fixed Median,8556.570106
17407,PROCTOR VALLEY,0.24134,7,Local (non-circulation element) Road,25,2,90.79325533,0.37620475,2,No Median,1274.233695
17408,PROCTOR VALLEY,0.291487,7,Local (non-circulation element) Road,25,2,199.9681571,0.6860277,2,No Median,1539.069908
17409,MOTHER GRUNDY TRUCK,0.430478,5,Local Collector,30,2,0,0,2,No Median,2272.915423
17410,MOTHER GRUNDY TRUCK,2.39616,5,Local Collector,30,2,0,0,2,No Median,12651.71456
17411,JEWEL VALLEY,0.496911,6,Rural Collector,30,2,0,0,2,No Median,2623.665849
17412,JEWEL VALLEY,1.085876,6,Rural Collector,30,2,0,0,2,No Median,5733.434182
17413,VIA CAPRI,0.109653,5,Local Collector,25,2,2036.776725,18.57474692,2,No Median,578.9912832
17414,SR-75 RAMP,0.137988,8,Freeway Connector Ramp,50,1,2589.933423,18.76926561,1,No Median,728.6126193
17415,LAKE WOHLFORD,0.069228,4,Collector,35,2,460.8384746,6.65682202,2,No Median,365.4505999
17416,GROVE,0.277258,4,Collector,25,2,2062.689164,7.43960197,2,No Median,1463.897603
17417,TIERRA DEL SOL,0.672539,6,Rural Collector,30,2,20.01845288,0.02976549,2,No Median,3551.007035
17418,L,0.126259,4,Collector,30,2,349.0140561,2.76427071,2,No Median,666.6644835
17419,L,0.138523,4,Collector,30,2,426.3909382,3.07812376,2,No Median,731.3538509
17420,LUCKY SIX,0.32391,7,Local (non-circulation element) Road,25,2,3.877179378,0.01196993,2,No Median,1710.323245
17421,HOOVER,0.071797,4,Collector,30,2,218.4585461,3.04272527,4,No Median,379.1102288
17422,HOOVER,0.069128,4,Collector,30,2,211.3119682,3.05682167,4,No Median,364.9988193
17423,24TH,0.07605,3,Major Arterial,35,2,1386.215636,18.22768753,4,Continuous LT Center Lane,401.5425137
17424,24TH,0.045116,3,Major Arterial,35,2,822.3603505,18.22768753,4,No Median,238.212242
17425,H,0.034984,2,Prime Arterial,45,2,663.9066903,18.97743798,6,Raised of Fixed Median,184.7101375
17426,H,0.164097,2,Prime Arterial,45,2,3114.14064,18.97743798,6,Raised of Fixed Median,866.4313601
17427,02ND,0.207866,5,Local Collector,30,2,2189.361331,10.53256103,2,No Median,1097.558065
17428,02ND,0.122794,5,Local Collector,30,2,1127.487229,9.18194072,2,No Median,648.3267857
17429,LANE,0.098586,4,Collector,35,2,536.1540474,5.43844002,4,Raised of Fixed Median,520.5355498
17430,LANE,0.097867,4,Collector,35,2,532.243809,5.43844002,4,No Median,516.7351816
17431,OTAY LAKES,0.668603,4,Collector,50,2,4786.134574,7.15841026,2,No Median,3530.216623
17432,OTAY LAKES,1.064213,4,Collector,50,2,7440.954982,6.99197903,2,No Median,5619.019683
17433,BONITA,0.096816,5,Local Collector,30,2,657.7781424,6.79410575,2,No Median,511.1944997
17434,BONITA,0.155953,5,Local Collector,30,2,1059.561174,6.79410575,2,No Median,823.4239607
17435,RIDGEBACK,0.123757,5,Local Collector,30,2,587.753258,4.74925263,2,No Median,653.4641784
17436,RIDGEBACK,0.079656,5,Local Collector,30,2,378.3064677,4.74925263,2,No Median,420.5780802
17437,RIDGEBACK,0.050741,5,Local Collector,30,2,240.9818278,4.74925263,2,No Median,267.9105964
17438,E ST,0.073504,3,Major Arterial,30,2,1862.104159,25.33337178,4,No Median,388.1150103
17439,E ST,0.034663,3,Major Arterial,30,2,878.130666,25.33337178,4,No Median,183.0051505
17440,OTAY LAKES,0.100508,2,Prime Arterial,50,2,5188.707106,51.62481699,6,Raised of Fixed Median,530.6680641
17441,OTAY LAKES,0.157373,2,Prime Arterial,50,2,8114.054457,51.55938094,6,Raised of Fixed Median,830.9310729
17442,GRAND CARIBE,0.27624,5,Local Collector,30,2,0,0,2,No Median,1458.556197
17443,HILLTOP,0.041875,5,Local Collector,30,2,385.3494983,9.20237608,2,No Median,221.0977388
17444,HILLTOP,0.085178,5,Local Collector,30,2,780.2271472,9.15996087,2,No Median,449.7421277
17445,H,0.099964,3,Major Arterial,35,2,2138.796964,21.39567208,4,No Median,527.810613
17446,H,0.0469,3,Major Arterial,35,2,1020.738102,21.76413864,4,No Median,247.6309036
17447,G,0.094161,7,Local (non-circulation element) Road,30,2,379.1030485,4.02611536,2,No Median,497.1680227
17448,G,0.019836,7,Local (non-circulation element) Road,30,2,91.7907557,4.62748315,2,No Median,104.724258
17449,I,0.255798,7,Local (non-circulation element) Road,25,2,601.0862824,2.34984747,2,No Median,1350.612003
17450,I,0.135661,7,Local (non-circulation element) Road,25,2,177.7879137,1.31053076,2,No Median,716.2875899
17451,I,0.075067,7,Local (non-circulation element) Road,30,2,29.70459945,0.39570783,2,No Median,396.36677
17452,I,0.079674,7,Local (non-circulation element) Road,30,2,30.02980193,0.37690843,2,No Median,420.664528
17453,TELEGRAPH CANYON,0.134116,3,Major Arterial,40,2,7233.444304,53.9342383,7,Raised of Fixed Median,708.1403096
17454,TELEGRAPH CANYON,0.197995,3,Major Arterial,40,2,9969.766612,50.35362818,6,Raised of Fixed Median,1045.40629
17455,BAY,0.254303,5,Local Collector,25,2,459.355406,1.80633105,2,Continuous LT Center Lane,1342.719098
17456,BAY,0.138955,5,Local Collector,25,2,309.1505987,2.22482529,2,Continuous LT Center Lane,733.7275787
17457,MARINA,0.062113,3,Major Arterial,35,2,96.43134562,1.5525147,4,Raised of Fixed Median,327.9578328
17458,MARINA,0.117013,3,Major Arterial,35,2,183.7305277,1.57017193,4,Raised of Fixed Median,617.8142494
17459,I,0.062709,7,Local (non-circulation element) Road,30,2,24.81444212,0.39570783,2,No Median,331.1055651
17460,TELEGRAPH CANYON,0.472778,2,Prime Arterial,50,2,16911.72248,35.77095906,6,Raised of Fixed Median,2496.269909
17461,TELEGRAPH CANYON,0.282218,2,Prime Arterial,50,2,10095.20852,35.77095906,6,Raised of Fixed Median,1490.120584
17462,MELROSE,0.121528,5,Local Collector,30,2,857.62542,7.05701912,2,No Median,641.6680381
17463,MELROSE,0.156804,5,Local Collector,30,2,926.4369826,5.9082484,2,No Median,827.927461
17464,OLEANDER,0.11361,5,Local Collector,25,2,245.8710839,2.16416763,2,No Median,599.8276821
17465,OLEANDER,0.11854,5,Local Collector,25,2,256.5404303,2.16416763,2,No Median,625.9146143
17466,NAPLES,0.082955,5,Local Collector,30,2,693.7797152,8.36332608,2,No Median,438.001303
17467,NAPLES,0.084153,5,Local Collector,30,2,656.8303878,7.80519278,2,No Median,444.3251677
17468,EASTLAKE PKWY,0.159213,3,Major Arterial,50,2,639.0787895,4.01398623,6,Raised of Fixed Median,840.6438864
17469,VIA LAS ROSAS,0.042237,5,Local Collector,30,2,474.383168,11.23145981,2,No Median,223.0088505
17470,VIA LOMA VISTA,0.508954,5,Local Collector,30,2,338.0782055,0.66426083,2,No Median,2687.278939
17471,VIA MALLORCA,0.169488,7,Local (non-circulation element) Road,25,2,667.879536,3.94057123,2,No Median,894.8995917
17472,VALLEY CENTER,0.158374,4,Collector,55,2,1608.450243,10.15602462,2,Raised of Fixed Median,836.2342758
17473,OXFORD,0.183399,7,Local (non-circulation element) Road,30,2,591.2901231,3.22406405,2,No Median,968.3492488
17474,OXFORD,0.127336,7,Local (non-circulation element) Road,30,2,291.227564,2.28707957,2,No Median,672.3362915
17475,02ND,0.125424,7,Local (non-circulation element) Road,25,2,73.05149275,0.58243632,2,No Median,662.2402628
17476,02ND,0.017429,7,Local (non-circulation element) Road,25,2,6.864683089,0.39386557,2,No Median,92.02426922
17477,OXFORD,0.084153,5,Local Collector,30,2,190.3633236,2.26210977,2,No Median,444.3251677
17478,OXFORD,0.037383,5,Local Collector,30,2,72.99888252,1.95272938,2,No Median,197.3730194
17479,04TH,0.025636,3,Major Arterial,35,2,410.9872346,16.03164435,4,No Median,135.3588245
17480,04TH,0.094271,3,Major Arterial,35,2,1503.850255,15.95241649,4,No Median,497.7491478
17481,NACION,0.293557,5,Local Collector,30,2,699.1373336,2.38160675,2,No Median,1549.977596
17482,NACION,0.035086,5,Local Collector,30,2,60.04837594,1.71146258,2,No Median,185.2763646
17483,RIENSTRA,0.061825,5,Local Collector,30,2,210.4116184,3.40334199,2,No Median,326.435363
17484,RIENSTRA,0.064935,5,Local Collector,30,2,111.1338224,1.71146258,2,No Median,342.8503064
17485,MELROSE,0.169717,5,Local Collector,25,2,678.4854674,3.99774606,2,No Median,896.1066183
17486,MELROSE,0.141263,5,Local Collector,25,2,474.1843714,3.35674856,2,No Median,745.8669255
17487,01ST,0.098523,7,Local (non-circulation element) Road,25,2,168.4039627,1.70928578,2,No Median,520.2019587
17488,01ST,0.024325,7,Local (non-circulation element) Road,25,2,47.35344393,1.94669862,2,No Median,128.459946
17489,VIA MALLORCA,0.083748,7,Local (non-circulation element) Road,25,2,220.1081655,2.62821996,2,No Median,442.1893323
17490,VIA MALLORCA,0.046773,7,Local (non-circulation element) Road,25,2,122.9297324,2.62821996,2,No Median,246.9139846
17491,VIA MALLORCA,0.177605,7,Local (non-circulation element) Road,30,2,1074.281838,6.04871393,2,No Median,937.7998112
17492,VIA MERCADO,0.057491,7,Local (non-circulation element) Road,25,2,625.3918228,10.87808218,2,No Median,303.5042855
17493,VIA MOLENA,0.15472,7,Local (non-circulation element) Road,30,2,918.4696851,5.93633457,2,No Median,816.8904638
17494,VIA MOLENA,0.095605,7,Local (non-circulation element) Road,30,2,500.0308053,5.23017421,2,No Median,504.7858116
17495,VIA MONSERATE,0.069544,6,Rural Collector,30,2,85.86784134,1.23472681,2,No Median,367.1788918
17496,PALOMAR,0.123054,3,Major Arterial,35,2,1489.184364,12.10187693,6,Raised of Fixed Median,649.7262562
17497,PALOMAR,0.162074,3,Major Arterial,35,2,2668.297689,16.46345305,6,Raised of Fixed Median,855.7471208
17498,SR-125 NB,0.082242,1,Freeway,65,1,5981.088075,72.72546966,3,No Median,434.2732179
17499,VIA MONSERATE,0.199475,6,Rural Collector,30,2,379.0637219,1.90030691,2,No Median,1053.242471
17500,VIA MONSERATE,0.489164,6,Rural Collector,30,2,535.8925988,1.09552747,2,No Median,2582.775785
17501,HILLTOP,0.083152,4,Collector,35,2,1279.23028,15.38423946,4,No Median,439.0411064
17502,HILLTOP,0.168377,4,Collector,35,2,2652.994622,15.75627682,4,No Median,889.0290387
17503,MAIN,0.122653,3,Major Arterial,40,2,2102.307858,17.14028893,4,Continuous LT Center Lane,647.6075328
17504,MAIN,0.049908,3,Major Arterial,40,2,801.4228756,16.05800424,4,Continuous LT Center Lane,263.5139597
17505,BRANDYWINE,0.356539,4,Collector,35,2,4585.938045,12.86237423,2,No Median,1882.523998
17506,BRANDYWINE,0.132017,4,Collector,35,2,2181.346485,16.52322416,4,No Median,697.0520735
17507,MAIN,0.17976,2,Prime Arterial,50,2,3120.711916,17.36043567,6,Raised of Fixed Median,949.1349392
17508,MAIN,0.099183,2,Prime Arterial,50,2,1785.507784,18.00215545,6,No Median,523.6781903
17509,SCRIPPS POWAY,0.117953,2,Prime Arterial,50,2,5866.853717,49.73891056,6,Raised of Fixed Median,622.7819827
17510,MAIN,0.130044,2,Prime Arterial,50,2,1352.284608,10.39866974,5,Raised of Fixed Median,686.6395762
17511,PALM,0.061129,3,Major Arterial,45,2,1654.521426,27.06606399,4,No Median,322.7619193
17512,PALM,0.076956,3,Major Arterial,45,2,2082.896021,27.06606399,4,No Median,406.3309501
17513,PALM,0.060257,3,Major Arterial,35,2,780.3028101,12.94957947,4,Raised of Fixed Median,318.1568958
17514,PALM,0.117816,3,Major Arterial,35,2,1525.667655,12.94957947,4,Raised of Fixed Median,622.0683283
17515,09TH,0.07311,4,Collector,35,2,228.592716,3.12669561,4,No Median,386.0206089
17516,09TH,0.05597,4,Collector,35,2,158.8452924,2.83804346,4,No Median,295.5207919
17517,ELM,0.216198,7,Local (non-circulation element) Road,30,2,552.3706316,2.55492942,2,No Median,1141.523719
17518,ELM,0.071703,7,Local (non-circulation element) Road,30,2,289.3292018,4.03510595,2,No Median,378.5924268
17519,13TH,0.109862,4,Collector,35,2,1525.088963,13.88186055,4,No Median,580.0699754
17520,13TH,0.176723,4,Collector,35,2,1747.151343,9.88638345,4,No Median,933.0982379
17521,ELM,0.072544,7,Local (non-circulation element) Road,30,2,320.5553973,4.41877202,2,No Median,383.0328538
17522,ELM,0.143573,7,Local (non-circulation element) Road,30,2,571.4524106,3.98022198,2,No Median,758.0634522
17523,IMPERIAL BEACH,0.079686,3,Major Arterial,35,2,1329.068686,16.67882296,4,Continuous LT Center Lane,420.7420848
17524,IMPERIAL BEACH,0.135565,3,Major Arterial,35,2,2230.462998,16.45308891,4,Continuous LT Center Lane,715.7816285
17525,13TH,0.033342,4,Collector,30,2,235.84681,7.07356517,4,No Median,176.0454246
17526,13TH,0.129557,4,Collector,30,2,916.429883,7.07356517,4,No Median,684.0609353
17527,IMPERIAL BEACH,0.066303,3,Major Arterial,35,2,877.0480003,13.22787808,4,No Median,350.0787787
17528,IMPERIAL BEACH,0.124952,3,Major Arterial,35,2,1931.246399,15.45590626,4,No Median,659.7475924
17529,CORONADO,0.05427,3,Major Arterial,35,2,671.7664742,12.37822875,2,Continuous LT Center Lane,286.5437097
17530,CORONADO,0.043077,3,Major Arterial,35,2,533.2169598,12.37822875,2,Continuous LT Center Lane,227.4449925
17531,HOWARD,0.113451,5,Local Collector,25,2,643.8116119,5.67479892,2,No Median,599.0218415
17532,HOWARD,0.083266,5,Local Collector,25,2,263.5361834,3.16499151,2,No Median,439.6432956
17533,OTAY MESA,0.348828,5,Local Collector,30,2,574.6558119,1.64739015,2,No Median,1841.804159
17534,OTAY MESA,0.066546,5,Local Collector,30,2,112.4022417,1.68909088,2,No Median,351.3364764
17535,SUNSET,0.046974,5,Local Collector,35,2,216.1352977,4.60116868,2,No Median,248.0220283
17536,SUNSET,0.042424,5,Local Collector,35,2,160.1024975,3.77386615,2,No Median,224.0016374
17537,EAST BEYER,0.20774,4,Collector,30,2,361.7364239,1.74129404,2,No Median,1096.848719
17538,EAST BEYER,0.209637,4,Collector,30,2,365.0396587,1.74129404,2,No Median,1106.924493
17539,2ND,0.034873,7,Local (non-circulation element) Road,25,2,56.15029735,1.61013671,2,No Median,184.1061362
17540,2ND,0.036742,7,Local (non-circulation element) Road,25,2,34.29899381,0.93350917,2,No Median,193.9999401
17541,REYNARD,0.033975,5,Local Collector,30,2,167.711398,4.93631782,2,No Median,179.4110516
17542,REYNARD,0.015602,5,Local Collector,30,2,78.38654882,5.02413465,2,No Median,82.30610734
17543,MADERA,0.135541,4,Collector,35,2,697.707409,5.1475746,2,No Median,715.6539893
17544,MADERA,0.074051,4,Collector,35,2,431.8913187,5.83234958,2,No Median,391.0285461
17545,MASSACHUSETTS,0.211804,4,Collector,40,2,3084.527604,14.56312253,2,No Median,1118.299734
17546,MASSACHUSETTS,0.127792,4,Collector,40,2,1717.603002,13.44061445,2,No Median,674.7638507
17547,01ST,0.125572,7,Local (non-circulation element) Road,25,2,471.5874598,3.75551444,2,No Median,663.0202616
17548,01ST,0.023657,7,Local (non-circulation element) Road,25,2,75.90845905,3.20871028,2,No Median,124.910029
17549,CARROLL CANYON,0.125097,4,Collector,35,2,2672.070924,21.35999204,4,Raised of Fixed Median,660.5002671
17550,CARROLL CANYON,0.212097,4,Collector,35,2,6295.96647,29.68437305,4,Raised of Fixed Median,1119.873627
17551,CHASE,0.221635,3,Major Arterial,45,2,4396.137439,19.83503255,4,Raised of Fixed Median,1170.206081
17552,CHASE,0.057443,3,Major Arterial,45,2,1092.954009,19.02675712,2,No Median,303.3004233
17553,ORANGE,0.138061,5,Local Collector,25,2,670.4569117,4.85623682,2,No Median,728.9600291
17554,ORANGE,0.082686,5,Local Collector,25,2,352.0453231,4.25761705,2,No Median,436.5813021
17555,NORMAL,0.144104,5,Local Collector,25,2,364.4495483,2.52907309,2,No Median,760.8499582
17556,NORMAL,0.230374,5,Local Collector,25,2,453.9754248,1.97060182,2,No Median,1216.400201
17557,DULIN,1.886465,7,Local (non-circulation element) Road,20,2,532.5502165,0.28230061,2,No Median,9960.524624
